"","sub","tb","day","version","condition","order","faceid","name","occupation","homestate","total","prop"
"1","sub01","tb9253",1,1,"bio",59,1,1,1,1,3,1
"2","sub01","tb9253",1,1,"bio",39,2,1,1,1,3,1
"3","sub01","tb9253",1,1,"bio",30,3,0,1,0,1,0.333
"4","sub01","tb9253",1,1,"bio",67,4,1,1,1,3,1
"5","sub01","tb9253",1,1,"bio",14,5,0,0,0,0,0
"6","sub01","tb9253",1,1,"bio",31,6,0,0,0,0,0
"7","sub01","tb9253",1,1,"bio",23,7,0,0,0,0,0
"8","sub01","tb9253",1,1,"bio",21,8,1,1,0,2,0.667
"9","sub01","tb9253",1,1,"bio",41,9,0,1,1,2,0.667
"10","sub01","tb9253",1,1,"bio",51,10,0,0,0,0,0
"11","sub01","tb9253",1,1,"bio",66,11,1,1,1,3,1
"12","sub01","tb9253",1,1,"bio",50,12,0,0,0,0,0
"13","sub01","tb9253",1,1,"bio",45,13,0,0,0,0,0
"14","sub01","tb9253",1,1,"bio",12,14,0,0,0,0,0
"15","sub01","tb9253",1,1,"bio",25,15,0,0,0,0,0
"16","sub01","tb9253",1,1,"bio",4,16,0,0,0,0,0
"17","sub01","tb9253",1,1,"bio",5,17,0,0,0,0,0
"18","sub01","tb9253",1,1,"bio",29,18,1,1,1,3,1
"19","sub01","tb9253",1,1,"bio",20,19,0,1,0,1,0.333
"20","sub01","tb9253",1,1,"bio",35,20,0,0,0,0,0
"21","sub01","tb9253",1,1,"bio",9,21,0,1,0,1,0.333
"22","sub01","tb9253",1,1,"bio",13,22,0,0,0,0,0
"23","sub01","tb9253",1,1,"bio",64,23,1,1,1,3,1
"24","sub01","tb9253",1,1,"bio",68,24,0,0,0,0,0
"25","sub01","tb9253",1,1,"bio",24,25,0,0,0,0,0
"26","sub01","tb9253",1,1,"bio",36,26,0,0,0,0,0
"27","sub01","tb9253",1,1,"bio",55,27,0,0,0,0,0
"28","sub01","tb9253",1,1,"bio",38,28,1,1,1,3,1
"29","sub01","tb9253",1,1,"bio",26,29,1,1,1,3,1
"30","sub01","tb9253",1,1,"bio",6,30,0,0,0,0,0
"31","sub01","tb9253",1,1,"bio",44,31,0,0,0,0,0
"32","sub01","tb9253",1,1,"bio",65,32,1,1,1,3,1
"33","sub01","tb9253",1,1,"bio",3,33,0,0,1,1,0.333
"34","sub01","tb9253",1,1,"bio",46,34,1,0,1,2,0.667
"35","sub01","tb9253",1,1,"bio",58,35,0,0,0,0,0
"36","sub01","tb9253",1,1,"bio",17,36,1,0,0,1,0.333
"37","sub01","tb9253",1,1,"phys",1,37,1,1,1,3,1
"38","sub01","tb9253",1,1,"phys",33,38,1,1,1,3,1
"39","sub01","tb9253",1,1,"phys",56,39,1,1,1,3,1
"40","sub01","tb9253",1,1,"phys",72,40,1,1,1,3,1
"41","sub01","tb9253",1,1,"phys",2,41,1,1,1,3,1
"42","sub01","tb9253",1,1,"phys",62,42,1,1,1,3,1
"43","sub01","tb9253",1,1,"phys",37,43,1,1,1,3,1
"44","sub01","tb9253",1,1,"phys",32,44,1,1,1,3,1
"45","sub01","tb9253",1,1,"phys",48,45,1,1,1,3,1
"46","sub01","tb9253",1,1,"phys",54,46,1,1,1,3,1
"47","sub01","tb9253",1,1,"phys",47,47,1,1,1,3,1
"48","sub01","tb9253",1,1,"phys",16,48,1,1,1,3,1
"49","sub01","tb9253",1,1,"phys",8,49,1,1,1,3,1
"50","sub01","tb9253",1,1,"phys",15,50,1,1,1,3,1
"51","sub01","tb9253",1,1,"phys",60,51,1,1,1,3,1
"52","sub01","tb9253",1,1,"phys",28,52,1,1,1,3,1
"53","sub01","tb9253",1,1,"phys",42,53,1,1,1,3,1
"54","sub01","tb9253",1,1,"phys",63,54,1,1,1,3,1
"55","sub01","tb9253",1,1,"phys",70,55,1,1,1,3,1
"56","sub01","tb9253",1,1,"phys",7,56,1,1,1,3,1
"57","sub01","tb9253",1,1,"phys",40,57,1,1,1,3,1
"58","sub01","tb9253",1,1,"phys",69,58,1,1,1,3,1
"59","sub01","tb9253",1,1,"phys",19,59,0,0,0,0,0
"60","sub01","tb9253",1,1,"phys",10,60,1,1,1,3,1
"61","sub01","tb9253",1,1,"phys",27,61,0,0,0,0,0
"62","sub01","tb9253",1,1,"phys",57,62,1,1,1,3,1
"63","sub01","tb9253",1,1,"phys",22,63,1,1,1,3,1
"64","sub01","tb9253",1,1,"phys",52,64,1,1,1,3,1
"65","sub01","tb9253",1,1,"phys",11,65,1,1,1,3,1
"66","sub01","tb9253",1,1,"phys",53,66,1,1,1,3,1
"67","sub01","tb9253",1,1,"phys",49,67,1,1,1,3,1
"68","sub01","tb9253",1,1,"phys",34,68,1,1,1,3,1
"69","sub01","tb9253",1,1,"phys",43,69,1,1,1,3,1
"70","sub01","tb9253",1,1,"phys",71,70,1,1,1,3,1
"71","sub01","tb9253",1,1,"phys",61,71,1,1,1,3,1
"72","sub01","tb9253",1,1,"phys",18,72,1,1,1,3,1
"73","sub02","tb9226",1,1,"bio",59,1,1,1,1,3,1
"74","sub02","tb9226",1,1,"bio",39,2,1,1,1,3,1
"75","sub02","tb9226",1,1,"bio",30,3,0,0,0,0,0
"76","sub02","tb9226",1,1,"bio",67,4,1,1,1,3,1
"77","sub02","tb9226",1,1,"bio",14,5,1,1,1,3,1
"78","sub02","tb9226",1,1,"bio",31,6,1,1,1,3,1
"79","sub02","tb9226",1,1,"bio",23,7,1,1,1,3,1
"80","sub02","tb9226",1,1,"bio",21,8,0,0,0,0,0
"81","sub02","tb9226",1,1,"bio",41,9,0,1,1,2,0.667
"82","sub02","tb9226",1,1,"bio",51,10,1,1,1,3,1
"83","sub02","tb9226",1,1,"bio",66,11,1,1,1,3,1
"84","sub02","tb9226",1,1,"bio",50,12,0,0,0,0,0
"85","sub02","tb9226",1,1,"bio",45,13,1,1,1,3,1
"86","sub02","tb9226",1,1,"bio",12,14,0,0,0,0,0
"87","sub02","tb9226",1,1,"bio",25,15,1,1,1,3,1
"88","sub02","tb9226",1,1,"bio",4,16,1,1,1,3,1
"89","sub02","tb9226",1,1,"bio",5,17,1,1,1,3,1
"90","sub02","tb9226",1,1,"bio",29,18,1,1,1,3,1
"91","sub02","tb9226",1,1,"bio",20,19,1,1,1,3,1
"92","sub02","tb9226",1,1,"bio",35,20,0,0,0,0,0
"93","sub02","tb9226",1,1,"bio",9,21,1,1,1,3,1
"94","sub02","tb9226",1,1,"bio",13,22,1,1,1,3,1
"95","sub02","tb9226",1,1,"bio",64,23,1,1,0,2,0.667
"96","sub02","tb9226",1,1,"bio",68,24,0,0,0,0,0
"97","sub02","tb9226",1,1,"bio",24,25,0,0,0,0,0
"98","sub02","tb9226",1,1,"bio",36,26,1,1,1,3,1
"99","sub02","tb9226",1,1,"bio",55,27,0,0,0,0,0
"100","sub02","tb9226",1,1,"bio",38,28,1,1,1,3,1
"101","sub02","tb9226",1,1,"bio",26,29,0,0,0,0,0
"102","sub02","tb9226",1,1,"bio",6,30,1,1,1,3,1
"103","sub02","tb9226",1,1,"bio",44,31,0,0,0,0,0
"104","sub02","tb9226",1,1,"bio",65,32,1,1,1,3,1
"105","sub02","tb9226",1,1,"bio",3,33,0,0,0,0,0
"106","sub02","tb9226",1,1,"bio",46,34,1,1,1,3,1
"107","sub02","tb9226",1,1,"bio",58,35,1,1,1,3,1
"108","sub02","tb9226",1,1,"bio",17,36,0,0,0,0,0
"109","sub02","tb9226",1,1,"phys",1,37,1,1,1,3,1
"110","sub02","tb9226",1,1,"phys",33,38,1,1,1,3,1
"111","sub02","tb9226",1,1,"phys",56,39,1,1,1,3,1
"112","sub02","tb9226",1,1,"phys",72,40,1,1,1,3,1
"113","sub02","tb9226",1,1,"phys",2,41,1,1,1,3,1
"114","sub02","tb9226",1,1,"phys",62,42,1,1,1,3,1
"115","sub02","tb9226",1,1,"phys",37,43,1,1,1,3,1
"116","sub02","tb9226",1,1,"phys",32,44,1,1,1,3,1
"117","sub02","tb9226",1,1,"phys",48,45,1,1,1,3,1
"118","sub02","tb9226",1,1,"phys",54,46,1,1,1,3,1
"119","sub02","tb9226",1,1,"phys",47,47,1,1,1,3,1
"120","sub02","tb9226",1,1,"phys",16,48,1,1,1,3,1
"121","sub02","tb9226",1,1,"phys",8,49,1,1,1,3,1
"122","sub02","tb9226",1,1,"phys",15,50,1,1,1,3,1
"123","sub02","tb9226",1,1,"phys",60,51,1,1,1,3,1
"124","sub02","tb9226",1,1,"phys",28,52,1,1,1,3,1
"125","sub02","tb9226",1,1,"phys",42,53,1,1,1,3,1
"126","sub02","tb9226",1,1,"phys",63,54,1,1,1,3,1
"127","sub02","tb9226",1,1,"phys",70,55,1,1,1,3,1
"128","sub02","tb9226",1,1,"phys",7,56,1,1,1,3,1
"129","sub02","tb9226",1,1,"phys",40,57,1,1,1,3,1
"130","sub02","tb9226",1,1,"phys",69,58,1,1,1,3,1
"131","sub02","tb9226",1,1,"phys",19,59,1,1,1,3,1
"132","sub02","tb9226",1,1,"phys",10,60,1,1,1,3,1
"133","sub02","tb9226",1,1,"phys",27,61,1,1,1,3,1
"134","sub02","tb9226",1,1,"phys",57,62,1,1,1,3,1
"135","sub02","tb9226",1,1,"phys",22,63,1,1,1,3,1
"136","sub02","tb9226",1,1,"phys",52,64,1,1,1,3,1
"137","sub02","tb9226",1,1,"phys",11,65,1,1,1,3,1
"138","sub02","tb9226",1,1,"phys",53,66,1,1,1,3,1
"139","sub02","tb9226",1,1,"phys",49,67,1,1,1,3,1
"140","sub02","tb9226",1,1,"phys",34,68,1,1,1,3,1
"141","sub02","tb9226",1,1,"phys",43,69,1,1,1,3,1
"142","sub02","tb9226",1,1,"phys",71,70,1,1,1,3,1
"143","sub02","tb9226",1,1,"phys",61,71,1,1,1,3,1
"144","sub02","tb9226",1,1,"phys",18,72,1,1,1,3,1
"145","sub03","tb9276",1,1,"bio",59,1,0,0,0,0,0
"146","sub03","tb9276",1,1,"bio",39,2,1,1,1,3,1
"147","sub03","tb9276",1,1,"bio",30,3,0,0,0,0,0
"148","sub03","tb9276",1,1,"bio",67,4,1,1,1,3,1
"149","sub03","tb9276",1,1,"bio",14,5,0,1,1,2,0.667
"150","sub03","tb9276",1,1,"bio",31,6,0,0,0,0,0
"151","sub03","tb9276",1,1,"bio",23,7,0,0,0,0,0
"152","sub03","tb9276",1,1,"bio",21,8,1,0,0,1,0.333
"153","sub03","tb9276",1,1,"bio",41,9,0,0,0,0,0
"154","sub03","tb9276",1,1,"bio",51,10,1,1,1,3,1
"155","sub03","tb9276",1,1,"bio",66,11,0,0,0,0,0
"156","sub03","tb9276",1,1,"bio",50,12,0,0,0,0,0
"157","sub03","tb9276",1,1,"bio",45,13,1,1,1,3,1
"158","sub03","tb9276",1,1,"bio",12,14,1,1,1,3,1
"159","sub03","tb9276",1,1,"bio",25,15,0,0,0,0,0
"160","sub03","tb9276",1,1,"bio",4,16,0,0,0,0,0
"161","sub03","tb9276",1,1,"bio",5,17,0,0,0,0,0
"162","sub03","tb9276",1,1,"bio",29,18,0,1,1,2,0.667
"163","sub03","tb9276",1,1,"bio",20,19,1,1,1,3,1
"164","sub03","tb9276",1,1,"bio",35,20,1,1,1,3,1
"165","sub03","tb9276",1,1,"bio",9,21,0,0,0,0,0
"166","sub03","tb9276",1,1,"bio",13,22,0,1,1,2,0.667
"167","sub03","tb9276",1,1,"bio",64,23,1,1,1,3,1
"168","sub03","tb9276",1,1,"bio",68,24,0,0,0,0,0
"169","sub03","tb9276",1,1,"bio",24,25,0,0,0,0,0
"170","sub03","tb9276",1,1,"bio",36,26,1,1,1,3,1
"171","sub03","tb9276",1,1,"bio",55,27,0,0,0,0,0
"172","sub03","tb9276",1,1,"bio",38,28,1,1,1,3,1
"173","sub03","tb9276",1,1,"bio",26,29,1,1,1,3,1
"174","sub03","tb9276",1,1,"bio",6,30,0,0,0,0,0
"175","sub03","tb9276",1,1,"bio",44,31,1,1,1,3,1
"176","sub03","tb9276",1,1,"bio",65,32,1,1,0,2,0.667
"177","sub03","tb9276",1,1,"bio",3,33,0,0,0,0,0
"178","sub03","tb9276",1,1,"bio",46,34,0,0,0,0,0
"179","sub03","tb9276",1,1,"bio",58,35,1,1,1,3,1
"180","sub03","tb9276",1,1,"bio",17,36,1,1,1,3,1
"181","sub03","tb9276",1,1,"phys",1,37,1,1,1,3,1
"182","sub03","tb9276",1,1,"phys",33,38,1,1,1,3,1
"183","sub03","tb9276",1,1,"phys",56,39,1,1,1,3,1
"184","sub03","tb9276",1,1,"phys",72,40,1,1,1,3,1
"185","sub03","tb9276",1,1,"phys",2,41,1,1,1,3,1
"186","sub03","tb9276",1,1,"phys",62,42,1,1,1,3,1
"187","sub03","tb9276",1,1,"phys",37,43,1,1,1,3,1
"188","sub03","tb9276",1,1,"phys",32,44,1,1,1,3,1
"189","sub03","tb9276",1,1,"phys",48,45,1,1,1,3,1
"190","sub03","tb9276",1,1,"phys",54,46,1,1,1,3,1
"191","sub03","tb9276",1,1,"phys",47,47,1,1,1,3,1
"192","sub03","tb9276",1,1,"phys",16,48,1,1,1,3,1
"193","sub03","tb9276",1,1,"phys",8,49,1,1,1,3,1
"194","sub03","tb9276",1,1,"phys",15,50,1,1,1,3,1
"195","sub03","tb9276",1,1,"phys",60,51,1,1,1,3,1
"196","sub03","tb9276",1,1,"phys",28,52,1,1,1,3,1
"197","sub03","tb9276",1,1,"phys",42,53,1,1,1,3,1
"198","sub03","tb9276",1,1,"phys",63,54,1,1,1,3,1
"199","sub03","tb9276",1,1,"phys",70,55,1,1,1,3,1
"200","sub03","tb9276",1,1,"phys",7,56,1,1,1,3,1
"201","sub03","tb9276",1,1,"phys",40,57,1,1,1,3,1
"202","sub03","tb9276",1,1,"phys",69,58,1,1,1,3,1
"203","sub03","tb9276",1,1,"phys",19,59,1,1,1,3,1
"204","sub03","tb9276",1,1,"phys",10,60,1,1,1,3,1
"205","sub03","tb9276",1,1,"phys",27,61,1,1,1,3,1
"206","sub03","tb9276",1,1,"phys",57,62,1,1,1,3,1
"207","sub03","tb9276",1,1,"phys",22,63,1,1,1,3,1
"208","sub03","tb9276",1,1,"phys",52,64,1,1,1,3,1
"209","sub03","tb9276",1,1,"phys",11,65,1,1,1,3,1
"210","sub03","tb9276",1,1,"phys",53,66,1,1,1,3,1
"211","sub03","tb9276",1,1,"phys",49,67,1,1,1,3,1
"212","sub03","tb9276",1,1,"phys",34,68,1,1,1,3,1
"213","sub03","tb9276",1,1,"phys",43,69,1,1,1,3,1
"214","sub03","tb9276",1,1,"phys",71,70,1,1,1,3,1
"215","sub03","tb9276",1,1,"phys",61,71,1,1,1,3,1
"216","sub03","tb9276",1,1,"phys",18,72,1,1,1,3,1
"217","sub05","tb9325",1,2,"phys",59,1,1,1,1,3,1
"218","sub05","tb9325",1,2,"phys",39,2,1,1,1,3,1
"219","sub05","tb9325",1,2,"phys",30,3,1,1,1,3,1
"220","sub05","tb9325",1,2,"phys",67,4,1,1,1,3,1
"221","sub05","tb9325",1,2,"phys",14,5,1,1,1,3,1
"222","sub05","tb9325",1,2,"phys",31,6,1,1,1,3,1
"223","sub05","tb9325",1,2,"phys",23,7,1,1,1,3,1
"224","sub05","tb9325",1,2,"phys",21,8,1,1,1,3,1
"225","sub05","tb9325",1,2,"phys",41,9,1,1,1,3,1
"226","sub05","tb9325",1,2,"phys",51,10,1,1,1,3,1
"227","sub05","tb9325",1,2,"phys",66,11,1,1,1,3,1
"228","sub05","tb9325",1,2,"phys",50,12,1,1,1,3,1
"229","sub05","tb9325",1,2,"phys",45,13,1,1,1,3,1
"230","sub05","tb9325",1,2,"phys",12,14,1,1,1,3,1
"231","sub05","tb9325",1,2,"phys",25,15,1,1,1,3,1
"232","sub05","tb9325",1,2,"phys",4,16,1,1,1,3,1
"233","sub05","tb9325",1,2,"phys",5,17,1,1,1,3,1
"234","sub05","tb9325",1,2,"phys",29,18,1,1,1,3,1
"235","sub05","tb9325",1,2,"phys",20,19,1,1,1,3,1
"236","sub05","tb9325",1,2,"phys",35,20,1,1,1,3,1
"237","sub05","tb9325",1,2,"phys",9,21,1,1,1,3,1
"238","sub05","tb9325",1,2,"phys",13,22,1,1,1,3,1
"239","sub05","tb9325",1,2,"phys",64,23,1,1,1,3,1
"240","sub05","tb9325",1,2,"phys",68,24,1,1,1,3,1
"241","sub05","tb9325",1,2,"phys",24,25,1,1,1,3,1
"242","sub05","tb9325",1,2,"phys",36,26,1,1,1,3,1
"243","sub05","tb9325",1,2,"phys",55,27,1,1,1,3,1
"244","sub05","tb9325",1,2,"phys",38,28,1,1,1,3,1
"245","sub05","tb9325",1,2,"phys",26,29,1,1,1,3,1
"246","sub05","tb9325",1,2,"phys",6,30,1,1,1,3,1
"247","sub05","tb9325",1,2,"phys",44,31,1,1,1,3,1
"248","sub05","tb9325",1,2,"phys",65,32,1,1,1,3,1
"249","sub05","tb9325",1,2,"phys",3,33,1,1,1,3,1
"250","sub05","tb9325",1,2,"phys",46,34,1,1,1,3,1
"251","sub05","tb9325",1,2,"phys",58,35,1,1,1,3,1
"252","sub05","tb9325",1,2,"phys",17,36,1,1,1,3,1
"253","sub05","tb9325",1,2,"bio",1,37,1,1,1,3,1
"254","sub05","tb9325",1,2,"bio",33,38,1,1,1,3,1
"255","sub05","tb9325",1,2,"bio",56,39,0,0,0,0,0
"256","sub05","tb9325",1,2,"bio",72,40,1,1,1,3,1
"257","sub05","tb9325",1,2,"bio",2,41,1,1,1,3,1
"258","sub05","tb9325",1,2,"bio",62,42,0,0,0,0,0
"259","sub05","tb9325",1,2,"bio",37,43,1,1,1,3,1
"260","sub05","tb9325",1,2,"bio",32,44,1,1,1,3,1
"261","sub05","tb9325",1,2,"bio",48,45,0,0,0,0,0
"262","sub05","tb9325",1,2,"bio",54,46,1,1,1,3,1
"263","sub05","tb9325",1,2,"bio",47,47,0,0,0,0,0
"264","sub05","tb9325",1,2,"bio",16,48,0,0,0,0,0
"265","sub05","tb9325",1,2,"bio",8,49,1,1,1,3,1
"266","sub05","tb9325",1,2,"bio",15,50,1,1,1,3,1
"267","sub05","tb9325",1,2,"bio",60,51,1,1,1,3,1
"268","sub05","tb9325",1,2,"bio",28,52,0,0,0,0,0
"269","sub05","tb9325",1,2,"bio",42,53,1,1,1,3,1
"270","sub05","tb9325",1,2,"bio",63,54,1,1,1,3,1
"271","sub05","tb9325",1,2,"bio",70,55,1,1,1,3,1
"272","sub05","tb9325",1,2,"bio",7,56,1,1,1,3,1
"273","sub05","tb9325",1,2,"bio",40,57,1,1,1,3,1
"274","sub05","tb9325",1,2,"bio",69,58,1,1,1,3,1
"275","sub05","tb9325",1,2,"bio",19,59,1,1,1,3,1
"276","sub05","tb9325",1,2,"bio",10,60,1,1,1,3,1
"277","sub05","tb9325",1,2,"bio",27,61,1,1,1,3,1
"278","sub05","tb9325",1,2,"bio",57,62,0,1,1,2,0.667
"279","sub05","tb9325",1,2,"bio",22,63,1,1,1,3,1
"280","sub05","tb9325",1,2,"bio",52,64,1,1,1,3,1
"281","sub05","tb9325",1,2,"bio",11,65,0,1,0,1,0.333
"282","sub05","tb9325",1,2,"bio",53,66,1,1,1,3,1
"283","sub05","tb9325",1,2,"bio",49,67,0,1,0,1,0.333
"284","sub05","tb9325",1,2,"bio",34,68,0,0,0,0,0
"285","sub05","tb9325",1,2,"bio",43,69,1,1,0,2,0.667
"286","sub05","tb9325",1,2,"bio",71,70,1,1,1,3,1
"287","sub05","tb9325",1,2,"bio",61,71,1,1,1,3,1
"288","sub05","tb9325",1,2,"bio",18,72,0,0,0,0,0
"289","sub06","tb9360",1,2,"phys",59,1,1,1,1,3,1
"290","sub06","tb9360",1,2,"phys",39,2,1,1,1,3,1
"291","sub06","tb9360",1,2,"phys",30,3,1,1,1,3,1
"292","sub06","tb9360",1,2,"phys",67,4,1,1,1,3,1
"293","sub06","tb9360",1,2,"phys",14,5,1,1,1,3,1
"294","sub06","tb9360",1,2,"phys",31,6,1,1,1,3,1
"295","sub06","tb9360",1,2,"phys",23,7,1,1,1,3,1
"296","sub06","tb9360",1,2,"phys",21,8,1,1,1,3,1
"297","sub06","tb9360",1,2,"phys",41,9,1,1,1,3,1
"298","sub06","tb9360",1,2,"phys",51,10,1,1,1,3,1
"299","sub06","tb9360",1,2,"phys",66,11,1,1,1,3,1
"300","sub06","tb9360",1,2,"phys",50,12,1,1,1,3,1
"301","sub06","tb9360",1,2,"phys",45,13,1,1,1,3,1
"302","sub06","tb9360",1,2,"phys",12,14,0,0,0,0,0
"303","sub06","tb9360",1,2,"phys",25,15,1,1,1,3,1
"304","sub06","tb9360",1,2,"phys",4,16,1,1,1,3,1
"305","sub06","tb9360",1,2,"phys",5,17,1,1,1,3,1
"306","sub06","tb9360",1,2,"phys",29,18,1,1,1,3,1
"307","sub06","tb9360",1,2,"phys",20,19,1,1,1,3,1
"308","sub06","tb9360",1,2,"phys",35,20,1,1,1,3,1
"309","sub06","tb9360",1,2,"phys",9,21,1,1,1,3,1
"310","sub06","tb9360",1,2,"phys",13,22,1,1,1,3,1
"311","sub06","tb9360",1,2,"phys",64,23,1,1,1,3,1
"312","sub06","tb9360",1,2,"phys",68,24,1,1,1,3,1
"313","sub06","tb9360",1,2,"phys",24,25,1,1,1,3,1
"314","sub06","tb9360",1,2,"phys",36,26,1,1,1,3,1
"315","sub06","tb9360",1,2,"phys",55,27,1,1,1,3,1
"316","sub06","tb9360",1,2,"phys",38,28,1,1,1,3,1
"317","sub06","tb9360",1,2,"phys",26,29,1,1,1,3,1
"318","sub06","tb9360",1,2,"phys",6,30,1,1,1,3,1
"319","sub06","tb9360",1,2,"phys",44,31,1,1,1,3,1
"320","sub06","tb9360",1,2,"phys",65,32,1,1,1,3,1
"321","sub06","tb9360",1,2,"phys",3,33,1,1,1,3,1
"322","sub06","tb9360",1,2,"phys",46,34,1,1,1,3,1
"323","sub06","tb9360",1,2,"phys",58,35,1,1,1,3,1
"324","sub06","tb9360",1,2,"phys",17,36,0,1,1,2,0.667
"325","sub06","tb9360",1,2,"bio",1,37,1,1,1,3,1
"326","sub06","tb9360",1,2,"bio",33,38,0,1,0,1,0.333
"327","sub06","tb9360",1,2,"bio",56,39,1,1,1,3,1
"328","sub06","tb9360",1,2,"bio",72,40,0,0,0,0,0
"329","sub06","tb9360",1,2,"bio",2,41,1,1,1,3,1
"330","sub06","tb9360",1,2,"bio",62,42,0,0,0,0,0
"331","sub06","tb9360",1,2,"bio",37,43,1,1,1,3,1
"332","sub06","tb9360",1,2,"bio",32,44,0,1,0,1,0.333
"333","sub06","tb9360",1,2,"bio",48,45,0,0,0,0,0
"334","sub06","tb9360",1,2,"bio",54,46,1,1,1,3,1
"335","sub06","tb9360",1,2,"bio",47,47,0,0,0,0,0
"336","sub06","tb9360",1,2,"bio",16,48,0,0,0,0,0
"337","sub06","tb9360",1,2,"bio",8,49,0,1,0,1,0.333
"338","sub06","tb9360",1,2,"bio",15,50,1,1,1,3,1
"339","sub06","tb9360",1,2,"bio",60,51,0,0,0,0,0
"340","sub06","tb9360",1,2,"bio",28,52,1,1,1,3,1
"341","sub06","tb9360",1,2,"bio",42,53,0,0,0,0,0
"342","sub06","tb9360",1,2,"bio",63,54,0,1,0,1,0.333
"343","sub06","tb9360",1,2,"bio",70,55,0,0,0,0,0
"344","sub06","tb9360",1,2,"bio",7,56,1,1,1,3,1
"345","sub06","tb9360",1,2,"bio",40,57,1,1,1,3,1
"346","sub06","tb9360",1,2,"bio",69,58,0,0,0,0,0
"347","sub06","tb9360",1,2,"bio",19,59,0,1,0,1,0.333
"348","sub06","tb9360",1,2,"bio",10,60,0,0,0,0,0
"349","sub06","tb9360",1,2,"bio",27,61,0,0,0,0,0
"350","sub06","tb9360",1,2,"bio",57,62,1,1,1,3,1
"351","sub06","tb9360",1,2,"bio",22,63,0,0,0,0,0
"352","sub06","tb9360",1,2,"bio",52,64,1,1,1,3,1
"353","sub06","tb9360",1,2,"bio",11,65,1,1,1,3,1
"354","sub06","tb9360",1,2,"bio",53,66,0,0,0,0,0
"355","sub06","tb9360",1,2,"bio",49,67,1,1,0,2,0.667
"356","sub06","tb9360",1,2,"bio",34,68,1,1,1,3,1
"357","sub06","tb9360",1,2,"bio",43,69,0,1,0,1,0.333
"358","sub06","tb9360",1,2,"bio",71,70,0,0,0,0,0
"359","sub06","tb9360",1,2,"bio",61,71,0,0,0,0,0
"360","sub06","tb9360",1,2,"bio",18,72,0,0,0,0,0
"361","sub08","tb9399",1,2,"phys",59,1,1,1,1,3,1
"362","sub08","tb9399",1,2,"phys",39,2,1,1,1,3,1
"363","sub08","tb9399",1,2,"phys",30,3,1,1,1,3,1
"364","sub08","tb9399",1,2,"phys",67,4,1,1,1,3,1
"365","sub08","tb9399",1,2,"phys",14,5,1,1,1,3,1
"366","sub08","tb9399",1,2,"phys",31,6,1,1,1,3,1
"367","sub08","tb9399",1,2,"phys",23,7,1,1,1,3,1
"368","sub08","tb9399",1,2,"phys",21,8,1,1,1,3,1
"369","sub08","tb9399",1,2,"phys",41,9,1,1,1,3,1
"370","sub08","tb9399",1,2,"phys",51,10,1,1,1,3,1
"371","sub08","tb9399",1,2,"phys",66,11,1,1,1,3,1
"372","sub08","tb9399",1,2,"phys",50,12,1,1,1,3,1
"373","sub08","tb9399",1,2,"phys",45,13,1,1,1,3,1
"374","sub08","tb9399",1,2,"phys",12,14,1,1,1,3,1
"375","sub08","tb9399",1,2,"phys",25,15,1,1,1,3,1
"376","sub08","tb9399",1,2,"phys",4,16,1,1,1,3,1
"377","sub08","tb9399",1,2,"phys",5,17,1,1,1,3,1
"378","sub08","tb9399",1,2,"phys",29,18,1,1,1,3,1
"379","sub08","tb9399",1,2,"phys",20,19,1,1,1,3,1
"380","sub08","tb9399",1,2,"phys",35,20,1,1,1,3,1
"381","sub08","tb9399",1,2,"phys",9,21,1,1,1,3,1
"382","sub08","tb9399",1,2,"phys",13,22,1,1,1,3,1
"383","sub08","tb9399",1,2,"phys",64,23,1,1,1,3,1
"384","sub08","tb9399",1,2,"phys",68,24,1,1,1,3,1
"385","sub08","tb9399",1,2,"phys",24,25,1,1,1,3,1
"386","sub08","tb9399",1,2,"phys",36,26,1,1,1,3,1
"387","sub08","tb9399",1,2,"phys",55,27,1,1,1,3,1
"388","sub08","tb9399",1,2,"phys",38,28,1,1,1,3,1
"389","sub08","tb9399",1,2,"phys",26,29,1,1,1,3,1
"390","sub08","tb9399",1,2,"phys",6,30,1,1,1,3,1
"391","sub08","tb9399",1,2,"phys",44,31,1,1,1,3,1
"392","sub08","tb9399",1,2,"phys",65,32,1,1,1,3,1
"393","sub08","tb9399",1,2,"phys",3,33,1,1,1,3,1
"394","sub08","tb9399",1,2,"phys",46,34,1,1,1,3,1
"395","sub08","tb9399",1,2,"phys",58,35,1,1,1,3,1
"396","sub08","tb9399",1,2,"phys",17,36,1,1,1,3,1
"397","sub08","tb9399",1,2,"bio",1,37,0,0,0,0,0
"398","sub08","tb9399",1,2,"bio",33,38,0,0,0,0,0
"399","sub08","tb9399",1,2,"bio",56,39,0,0,0,0,0
"400","sub08","tb9399",1,2,"bio",72,40,1,1,0,2,0.667
"401","sub08","tb9399",1,2,"bio",2,41,0,0,0,0,0
"402","sub08","tb9399",1,2,"bio",62,42,1,1,1,3,1
"403","sub08","tb9399",1,2,"bio",37,43,1,1,1,3,1
"404","sub08","tb9399",1,2,"bio",32,44,1,1,1,3,1
"405","sub08","tb9399",1,2,"bio",48,45,0,1,0,1,0.333
"406","sub08","tb9399",1,2,"bio",54,46,1,1,1,3,1
"407","sub08","tb9399",1,2,"bio",47,47,0,0,0,0,0
"408","sub08","tb9399",1,2,"bio",16,48,1,1,0,2,0.667
