"","Subject","RunType","Run","Trial","StimID","Type","Question","Onset","Resp","RT"
"1566","tb9585","Questions",4,18,25,"phys","race",283.339,"Yes",0.932
"1567","tb9586","NoQuestions",1,1,28,"phys","race",11.066,"NoResp",0
"1568","tb9586","NoQuestions",1,2,30,"phys","race",29.083,"NoResp",0
"1569","tb9586","NoQuestions",1,3,61,"bio","name",46.103,"NoResp",0
"1570","tb9586","NoQuestions",1,4,56,"bio","place",64.119,"NoResp",0
"1571","tb9586","NoQuestions",1,5,43,"bio","job",81.139,"NoResp",0
"1572","tb9586","NoQuestions",1,6,29,"phys","gender",96.15,"NoResp",0
"1573","tb9586","NoQuestions",1,7,71,"bio","job",111.161,"NoResp",0
"1574","tb9586","NoQuestions",1,8,54,"bio","job",128.181,"NoResp",0
"1575","tb9586","NoQuestions",1,9,24,"phys","ec",143.196,"NoResp",0
"1576","tb9586","NoQuestions",1,10,37,"bio","place",159.2,"NoResp",0
"1577","tb9586","NoQuestions",1,11,3,"phys","gender",176.22,"NoResp",0
"1578","tb9586","NoQuestions",1,12,47,"bio","place",192.227,"NoResp",0
"1579","tb9586","NoQuestions",1,13,5,"phys","ec",206.245,"NoResp",0
"1580","tb9586","NoQuestions",1,14,8,"phys","race",220.257,"NoResp",0
"1581","tb9586","NoQuestions",1,15,21,"phys","gender",235.268,"NoResp",0
"1582","tb9586","NoQuestions",1,16,1,"phys","ec",249.282,"NoResp",0
"1583","tb9586","NoQuestions",1,17,72,"bio","name",267.299,"NoResp",0
"1584","tb9586","NoQuestions",1,18,48,"bio","name",283.323,"NoResp",0
"1585","tb9586","NoQuestions",2,1,20,"phys","ec",11.076,"NoResp",0
"1586","tb9586","NoQuestions",2,2,70,"bio","name",27.097,"NoResp",0
"1587","tb9586","NoQuestions",2,3,46,"bio","job",44.117,"NoResp",0
"1588","tb9586","NoQuestions",2,4,69,"bio","place",62.137,"NoResp",0
"1589","tb9586","NoQuestions",2,5,53,"bio","job",76.152,"NoResp",0
"1590","tb9586","NoQuestions",2,6,23,"phys","gender",93.172,"NoResp",0
"1591","tb9586","NoQuestions",2,7,27,"phys","gender",110.192,"NoResp",0
"1592","tb9586","NoQuestions",2,8,50,"bio","place",125.203,"NoResp",0
"1593","tb9586","NoQuestions",2,9,19,"phys","ec",140.211,"NoResp",0
"1594","tb9586","NoQuestions",2,10,59,"bio","job",154.225,"NoResp",0
"1595","tb9586","NoQuestions",2,11,65,"bio","name",168.24,"NoResp",0
"1596","tb9586","NoQuestions",2,12,9,"phys","gender",183.251,"NoResp",0
"1597","tb9586","NoQuestions",2,13,35,"phys","race",198.265,"NoResp",0
"1598","tb9586","NoQuestions",2,14,11,"phys","race",216.282,"NoResp",0
"1599","tb9586","NoQuestions",2,15,26,"phys","race",234.295,"NoResp",0
"1600","tb9586","NoQuestions",2,16,60,"bio","name",251.315,"NoResp",0
"1601","tb9586","NoQuestions",2,17,45,"bio","place",267.326,"NoResp",0
"1602","tb9586","NoQuestions",2,18,12,"phys","ec",283.35,"NoResp",0
"1603","tb9586","NoQuestions",3,1,6,"phys","race",11.07,"NoResp",0
"1604","tb9586","NoQuestions",3,2,66,"bio","job",28.09,"NoResp",0
"1605","tb9586","NoQuestions",3,3,10,"phys","ec",45.11,"NoResp",0
"1606","tb9586","NoQuestions",3,4,40,"bio","job",60.121,"NoResp",0
"1607","tb9586","NoQuestions",3,5,31,"phys","gender",77.141,"NoResp",0
"1608","tb9586","NoQuestions",3,6,44,"bio","place",95.158,"NoResp",0
"1609","tb9586","NoQuestions",3,7,36,"phys","race",111.165,"NoResp",0
"1610","tb9586","NoQuestions",3,8,2,"phys","ec",127.189,"NoResp",0
"1611","tb9586","NoQuestions",3,9,32,"phys","gender",142.2,"NoResp",0
"1612","tb9586","NoQuestions",3,10,67,"bio","place",158.224,"NoResp",0
"1613","tb9586","NoQuestions",3,11,58,"bio","name",173.235,"NoResp",0
"1614","tb9586","NoQuestions",3,12,38,"bio","name",187.25,"NoResp",0
"1615","tb9586","NoQuestions",3,13,4,"phys","gender",203.277,"NoResp",0
"1616","tb9586","NoQuestions",3,14,62,"bio","place",221.29,"NoResp",0
"1617","tb9586","NoQuestions",3,15,16,"phys","race",235.305,"NoResp",0
"1618","tb9586","NoQuestions",3,16,52,"bio","job",249.319,"NoResp",0
"1619","tb9586","NoQuestions",3,17,57,"bio","name",266.34,"NoResp",0
"1620","tb9586","NoQuestions",3,18,34,"phys","ec",284.356,"NoResp",0
"1621","tb9586","NoQuestions",4,1,51,"bio","place",11.063,"NoResp",0
"1622","tb9586","NoQuestions",4,2,68,"bio","place",25.077,"NoResp",0
"1623","tb9586","NoQuestions",4,3,22,"phys","gender",43.093,"NoResp",0
"1624","tb9586","NoQuestions",4,4,7,"phys","gender",59.117,"NoResp",0
"1625","tb9586","NoQuestions",4,5,15,"phys","ec",74.145,"NoResp",0
"1626","tb9586","NoQuestions",4,6,49,"bio","job",91.165,"NoResp",0
"1627","tb9586","NoQuestions",4,7,13,"phys","ec",109.185,"NoResp",0
"1628","tb9586","NoQuestions",4,8,14,"phys","race",124.196,"NoResp",0
"1629","tb9586","NoQuestions",4,9,41,"bio","name",141.216,"NoResp",0
"1630","tb9586","NoQuestions",4,10,39,"bio","name",158.236,"NoResp",0
"1631","tb9586","NoQuestions",4,11,64,"bio","job",173.244,"NoResp",0
"1632","tb9586","NoQuestions",4,12,33,"phys","race",190.264,"NoResp",0
"1633","tb9586","NoQuestions",4,13,63,"bio","job",204.282,"NoResp",0
"1634","tb9586","NoQuestions",4,14,55,"bio","name",222.296,"NoResp",0
"1635","tb9586","NoQuestions",4,15,42,"bio","place",238.303,"NoResp",0
"1636","tb9586","NoQuestions",4,16,18,"phys","gender",253.314,"NoResp",0
"1637","tb9586","NoQuestions",4,17,17,"phys","race",269.338,"NoResp",0
"1638","tb9586","NoQuestions",4,18,25,"phys","ec",283.352,"NoResp",0
"1639","tb9586","Questions",1,1,3,"phys","race",11.067,"Yes",2.42
"1640","tb9586","Questions",1,2,21,"phys","gender",27.074,"Yes",1.622
"1641","tb9586","Questions",1,3,38,"bio","name",42.089,"Yes",1.556
"1642","tb9586","Questions",1,4,23,"phys","race",58.109,"Yes",2.208
"1643","tb9586","Questions",1,5,41,"bio","job",74.12,"Yes",1.489
"1644","tb9586","Questions",1,6,58,"bio","job",91.14,"Yes",1.31
"1645","tb9586","Questions",1,7,25,"phys","gender",106.148,"Yes",3.632
"1646","tb9586","Questions",1,8,70,"bio","place",122.172,"Yes",1.932
"1647","tb9586","Questions",1,9,51,"bio","job",139.192,"Yes",1.64
"1648","tb9586","Questions",1,10,5,"phys","race",156.212,"Yes",1.18
"1649","tb9586","Questions",1,11,12,"phys","gender",174.229,"Yes",2.148
"1650","tb9586","Questions",1,12,42,"bio","name",191.249,"Yes",1.953
"1651","tb9586","Questions",1,13,56,"bio","place",205.263,"Yes",1.822
"1652","tb9586","Questions",1,14,29,"phys","ec",220.274,"Yes",2.294
"1653","tb9586","Questions",1,15,47,"bio","name",234.289,"Yes",1.592
"1654","tb9586","Questions",1,16,35,"phys","ec",249.303,"Yes",1.938
"1655","tb9586","Questions",1,17,26,"phys","ec",267.317,"Yes",1.33
"1656","tb9586","Questions",1,18,46,"bio","place",285.333,"Yes",1.997
"1657","tb9586","Questions",2,1,32,"phys","gender",11.059,"Yes",1.763
"1658","tb9586","Questions",2,2,72,"bio","name",26.07,"Yes",1.785
"1659","tb9586","Questions",2,3,15,"phys","ec",41.081,"Yes",1.868
"1660","tb9586","Questions",2,4,68,"bio","job",59.101,"Yes",1.801
"1661","tb9586","Questions",2,5,62,"bio","name",73.116,"NoResp",0
"1662","tb9586","Questions",2,6,54,"bio","place",87.128,"Yes",1.519
"1663","tb9586","Questions",2,7,19,"phys","race",102.138,"Yes",10.939
"1664","tb9586","Questions",2,8,7,"phys","race",118.145,"Yes",2.057
"1665","tb9586","Questions",2,9,27,"phys","gender",134.169,"Yes",1.585
"1666","tb9586","Questions",2,10,40,"bio","job",150.197,"NoResp",0
"1667","tb9586","Questions",2,11,11,"phys","ec",167.217,"Yes",1.402
"1668","tb9586","Questions",2,12,45,"bio","job",184.237,"Yes",3.269
"1669","tb9586","Questions",2,13,28,"phys","race",201.257,"Yes",1.614
"1670","tb9586","Questions",2,14,69,"bio","place",218.277,"Yes",1.254
"1671","tb9586","Questions",2,15,60,"bio","name",234.281,"Yes",1.802
"1672","tb9586","Questions",2,16,13,"phys","ec",252.301,"Yes",1.73
"1673","tb9586","Questions",2,17,4,"phys","gender",267.309,"Yes",1.764
"1674","tb9586","Questions",2,18,55,"bio","place",281.327,"Yes",1.823
"1675","tb9586","Questions",3,1,50,"bio","place",11.074,"Yes",1.147
"1676","tb9586","Questions",3,2,61,"bio","job",27.085,"Yes",1.562
"1677","tb9586","Questions",3,3,18,"phys","gender",43.105,"Yes",1.657
"1678","tb9586","Questions",3,4,10,"phys","gender",58.12,"Yes",1.78
"1679","tb9586","Questions",3,5,66,"bio","job",72.131,"Yes",1.478
"1680","tb9586","Questions",3,6,17,"phys","race",89.152,"Yes",1.8
"1681","tb9586","Questions",3,7,44,"bio","job",106.172,"Yes",1.833
"1682","tb9586","Questions",3,8,71,"bio","place",124.188,"Yes",1.184
"1683","tb9586","Questions",3,9,6,"phys","ec",140.195,"Yes",1.436
"1684","tb9586","Questions",3,10,24,"phys","ec",157.216,"Yes",2.042
"1685","tb9586","Questions",3,11,43,"bio","place",171.23,"Yes",2.059
"1686","tb9586","Questions",3,12,20,"phys","race",189.25,"Yes",5.594
"1687","tb9586","Questions",3,13,65,"bio","name",205.254,"Yes",1.805
"1688","tb9586","Questions",3,14,57,"bio","name",223.274,"Yes",1.659
"1689","tb9586","Questions",3,15,39,"bio","name",237.289,"No",3.569
"1690","tb9586","Questions",3,16,33,"phys","race",252.299,"Yes",1.837
"1691","tb9586","Questions",3,17,8,"phys","ec",269.319,"Yes",1.232
"1692","tb9586","Questions",3,18,14,"phys","gender",284.327,"Yes",1.566
"1693","tb9586","Questions",4,1,2,"phys","gender",11.076,"Yes",1.616
"1694","tb9586","Questions",4,2,53,"bio","name",29.096,"Yes",1.28
"1695","tb9586","Questions",4,3,67,"bio","job",47.112,"Yes",1.643
"1696","tb9586","Questions",4,4,37,"bio","name",65.126,"Yes",1.54
"1697","tb9586","Questions",4,5,48,"bio","place",81.153,"Yes",1.301
"1698","tb9586","Questions",4,6,16,"phys","gender",95.164,"Yes",1.908
"1699","tb9586","Questions",4,7,63,"bio","place",111.172,"Yes",4.285
"1700","tb9586","Questions",4,8,36,"phys","race",128.192,"Yes",1.182
"1701","tb9586","Questions",4,9,31,"phys","ec",144.199,"Yes",1.745
"1702","tb9586","Questions",4,10,22,"phys","race",159.21,"Yes",1.788
"1703","tb9586","Questions",4,11,1,"phys","ec",176.23,"Yes",1.631
"1704","tb9586","Questions",4,12,64,"bio","name",191.245,"Yes",1.529
"1705","tb9586","Questions",4,13,59,"bio","job",207.249,"Yes",1.469
"1706","tb9586","Questions",4,14,30,"phys","ec",221.263,"Yes",2.251
"1707","tb9586","Questions",4,15,49,"bio","place",238.284,"Yes",1.323
"1708","tb9586","Questions",4,16,34,"phys","gender",255.304,"Yes",1.564
"1709","tb9586","Questions",4,17,9,"phys","race",269.318,"Yes",2.69
"1710","tb9586","Questions",4,18,52,"bio","job",284.33,"Yes",1.556
"1711","tb9621","NoQuestions",1,1,46,"bio","job",11.059,"NoResp",0
"1712","tb9621","NoQuestions",1,2,27,"phys","ec",27.086,"NoResp",0
"1713","tb9621","NoQuestions",1,3,9,"phys","ec",43.09,"NoResp",0
"1714","tb9621","NoQuestions",1,4,65,"bio","name",57.105,"NoResp",0
"1715","tb9621","NoQuestions",1,5,70,"bio","name",74.125,"NoResp",0
"1716","tb9621","NoQuestions",1,6,45,"bio","job",91.145,"NoResp",0
"1717","tb9621","NoQuestions",1,7,53,"bio","place",109.165,"NoResp",0
"1718","tb9621","NoQuestions",1,8,26,"phys","gender",124.173,"NoResp",0
"1719","tb9621","NoQuestions",1,9,35,"phys","gender",140.18,"NoResp",0
"1720","tb9621","NoQuestions",1,10,50,"bio","place",154.195,"NoResp",0
"1721","tb9621","NoQuestions",1,11,23,"phys","gender",169.209,"NoResp",0
"1722","tb9621","NoQuestions",1,12,20,"phys","race",186.229,"NoResp",0
"1723","tb9621","NoQuestions",1,13,59,"bio","name",200.244,"NoResp",0
"1724","tb9621","NoQuestions",1,14,11,"phys","race",216.248,"NoResp",0
"1725","tb9621","NoQuestions",1,15,60,"bio","place",234.268,"NoResp",0
"1726","tb9621","NoQuestions",1,16,19,"phys","ec",249.278,"NoResp",0
"1727","tb9621","NoQuestions",1,17,12,"phys","race",266.299,"NoResp",0
"1728","tb9621","NoQuestions",1,18,69,"bio","job",281.307,"NoResp",0
"1729","tb9621","NoQuestions",2,1,52,"bio","name",11.067,"NoResp",0
"1730","tb9621","NoQuestions",2,2,44,"bio","place",27.073,"NoResp",0
"1731","tb9621","NoQuestions",2,3,31,"phys","race",45.09,"NoResp",0
"1732","tb9621","NoQuestions",2,4,16,"phys","ec",60.101,"NoResp",0
"1733","tb9621","NoQuestions",2,5,4,"phys","gender",75.112,"NoResp",0
"1734","tb9621","NoQuestions",2,6,66,"bio","job",92.132,"NoResp",0
"1735","tb9621","NoQuestions",2,7,38,"bio","job",108.159,"NoResp",0
"1736","tb9621","NoQuestions",2,8,10,"phys","ec",122.174,"NoResp",0
"1737","tb9621","NoQuestions",2,9,32,"phys","ec",137.185,"NoResp",0
"1738","tb9621","NoQuestions",2,10,6,"phys","race",154.205,"NoResp",0
"1739","tb9621","NoQuestions",2,11,36,"phys","race",169.213,"NoResp",0
"1740","tb9621","NoQuestions",2,12,57,"bio","name",183.228,"NoResp",0
"1741","tb9621","NoQuestions",2,13,34,"phys","gender",200.248,"NoResp",0
"1742","tb9621","NoQuestions",2,14,58,"bio","name",218.268,"NoResp",0
"1743","tb9621","NoQuestions",2,15,40,"bio","place",234.272,"NoResp",0
"1744","tb9621","NoQuestions",2,16,62,"bio","job",248.286,"NoResp",0
"1745","tb9621","NoQuestions",2,17,2,"phys","gender",265.306,"NoResp",0
"1746","tb9621","NoQuestions",2,18,67,"bio","place",283.323,"NoResp",0
"1747","tb9621","NoQuestions",3,1,1,"phys","ec",11.062,"NoResp",0
"1748","tb9621","NoQuestions",3,2,56,"bio","name",26.09,"NoResp",0
"1749","tb9621","NoQuestions",3,3,24,"phys","gender",40.104,"NoResp",0
"1750","tb9621","NoQuestions",3,4,28,"phys","ec",55.116,"NoResp",0
"1751","tb9621","NoQuestions",3,5,61,"bio","place",73.135,"NoResp",0
"1752","tb9621","NoQuestions",3,6,37,"bio","job",89.139,"NoResp",0
"1753","tb9621","NoQuestions",3,7,5,"phys","race",103.157,"NoResp",0
"1754","tb9621","NoQuestions",3,8,72,"bio","job",119.178,"NoResp",0
"1755","tb9621","NoQuestions",3,9,21,"phys","race",137.194,"NoResp",0
"1756","tb9621","NoQuestions",3,10,71,"bio","name",154.215,"NoResp",0
"1757","tb9621","NoQuestions",3,11,54,"bio","place",169.229,"NoResp",0
"1758","tb9621","NoQuestions",3,12,8,"phys","gender",184.24,"NoResp",0
"1759","tb9621","NoQuestions",3,13,30,"phys","gender",201.26,"NoResp",0
"1760","tb9621","NoQuestions",3,14,29,"phys","ec",215.272,"NoResp",0
"1761","tb9621","NoQuestions",3,15,43,"bio","place",231.279,"NoResp",0
"1762","tb9621","NoQuestions",3,16,3,"phys","race",248.3,"NoResp",0
"1763","tb9621","NoQuestions",3,17,48,"bio","job",266.316,"NoResp",0
"1764","tb9621","NoQuestions",3,18,47,"bio","name",282.323,"NoResp",0
"1765","tb9621","NoQuestions",4,1,15,"phys","gender",11.065,"NoResp",0
"1766","tb9621","NoQuestions",4,2,7,"phys","race",28.085,"NoResp",0
"1767","tb9621","NoQuestions",4,3,42,"bio","place",44.109,"NoResp",0
"1768","tb9621","NoQuestions",4,4,18,"phys","gender",58.121,"NoResp",0
"1769","tb9621","NoQuestions",4,5,39,"bio","place",76.137,"NoResp",0
"1770","tb9621","NoQuestions",4,6,49,"bio","name",90.155,"NoResp",0
"1771","tb9621","NoQuestions",4,7,55,"bio","place",106.159,"NoResp",0
"1772","tb9621","NoQuestions",4,8,64,"bio","job",122.183,"NoResp",0
"1773","tb9621","NoQuestions",4,9,22,"phys","race",137.194,"NoResp",0
"1774","tb9621","NoQuestions",4,10,51,"bio","name",155.214,"NoResp",0
"1775","tb9621","NoQuestions",4,11,13,"phys","ec",170.224,"NoResp",0
"1776","tb9621","NoQuestions",4,12,68,"bio","name",188.238,"NoResp",0
"1777","tb9621","NoQuestions",4,13,25,"phys","race",203.252,"NoResp",0
"1778","tb9621","NoQuestions",4,14,33,"phys","gender",217.267,"NoResp",0
"1779","tb9621","NoQuestions",4,15,63,"bio","job",232.275,"NoResp",0
"1780","tb9621","NoQuestions",4,16,14,"phys","ec",249.295,"NoResp",0
"1781","tb9621","NoQuestions",4,17,41,"bio","job",266.315,"NoResp",0
"1782","tb9621","NoQuestions",4,18,17,"phys","ec",283.335,"NoResp",0
"1783","tb9621","Questions",1,1,46,"bio","job",11.07,"Yes",1.445
"1784","tb9621","Questions",1,2,23,"phys","gender",28.093,"Yes",1.333
"1785","tb9621","Questions",1,3,42,"bio","job",43.101,"Yes",1.186
"1786","tb9621","Questions",1,4,51,"bio","name",60.124,"Yes",1.266
"1787","tb9621","Questions",1,5,41,"bio","place",76.148,"Yes",1.435
"1788","tb9621","Questions",1,6,70,"bio","name",91.156,"Yes",1.689
"1789","tb9621","Questions",1,7,25,"phys","race",109.172,"Yes",1.036
"1790","tb9621","Questions",1,8,3,"phys","ec",126.193,"Yes",1.428
"1791","tb9621","Questions",1,9,56,"bio","job",144.212,"Yes",1.533
"1792","tb9621","Questions",1,10,12,"phys","gender",159.22,"Yes",1.401
"1793","tb9621","Questions",1,11,38,"bio","place",173.235,"Yes",1.385
"1794","tb9621","Questions",1,12,35,"phys","ec",187.25,"Yes",0.863
"1795","tb9621","Questions",1,13,5,"phys","race",203.277,"Yes",1.285
"1796","tb9621","Questions",1,14,26,"phys","race",221.293,"Yes",1.209
"1797","tb9621","Questions",1,15,47,"bio","name",238.313,"Yes",1.029
"1798","tb9621","Questions",1,16,21,"phys","gender",252.328,"Yes",1.344
"1799","tb9621","Questions",1,17,29,"phys","ec",268.352,"Yes",0.89
"1800","tb9621","Questions",1,18,58,"bio","place",284.356,"Yes",1.446
"1801","tb9621","Questions",2,1,13,"phys","gender",11.064,"Yes",1.045
"1802","tb9621","Questions",2,2,72,"bio","job",27.092,"Yes",0.858
"1803","tb9621","Questions",2,3,27,"phys","race",44.112,"Yes",1.287
"1804","tb9621","Questions",2,4,7,"phys","ec",62.128,"Yes",0.992
"1805","tb9621","Questions",2,5,54,"bio","place",77.136,"Yes",1.049
"1806","tb9621","Questions",2,6,40,"bio","place",92.147,"Yes",0.922
"1807","tb9621","Questions",2,7,55,"bio","job",110.163,"Yes",1.109
"1808","tb9621","Questions",2,8,69,"bio","place",124.181,"Yes",1.451
"1809","tb9621","Questions",2,9,32,"phys","race",141.202,"Yes",1.022
"1810","tb9621","Questions",2,10,4,"phys","race",158.222,"NoResp",0
"1811","tb9621","Questions",2,11,68,"bio","name",174.226,"Yes",1.023
"1812","tb9621","Questions",2,12,60,"bio","job",189.24,"Yes",1.162
"1813","tb9621","Questions",2,13,45,"bio","name",207.253,"No",1.494
"1814","tb9621","Questions",2,14,28,"phys","gender",223.281,"Yes",1.014
"1815","tb9621","Questions",2,15,11,"phys","ec",237.295,"Yes",1.043
"1816","tb9621","Questions",2,16,62,"bio","name",253.299,"Yes",0.957
"1817","tb9621","Questions",2,17,19,"phys","ec",267.314,"Yes",1
"1818","tb9621","Questions",2,18,15,"phys","gender",284.334,"Yes",1.122
"1819","tb9621","Questions",3,1,10,"phys","ec",11.072,"Yes",0.944
"1820","tb9621","Questions",3,2,18,"phys","gender",25.087,"Yes",1.218
"1821","tb9621","Questions",3,3,44,"bio","place",42.107,"Yes",1.291
"1822","tb9621","Questions",3,4,50,"bio","place",57.121,"Yes",1
"1823","tb9621","Questions",3,5,61,"bio","name",74.142,"Yes",1.221
"1824","tb9621","Questions",3,6,8,"phys","race",90.145,"Yes",1.021
"1825","tb9621","Questions",3,7,20,"phys","ec",107.166,"Yes",0.982
"1826","tb9621","Questions",3,8,17,"phys","race",122.177,"Yes",1.469
"1827","tb9621","Questions",3,9,43,"bio","job",140.193,"Yes",1.334
"1828","tb9621","Questions",3,10,6,"phys","gender",155.204,"Yes",1.033
"1829","tb9621","Questions",3,11,24,"phys","ec",171.231,"Yes",1.043
"1830","tb9621","Questions",3,12,33,"phys","race",188.251,"Yes",1.079
"1831","tb9621","Questions",3,13,71,"bio","name",206.265,"Yes",0.926
"1832","tb9621","Questions",3,14,14,"phys","gender",224.281,"Yes",0.661
"1833","tb9621","Questions",3,15,39,"bio","place",238.296,"Yes",1.043
"1834","tb9621","Questions",3,16,65,"bio","job",252.311,"Yes",1.034
"1835","tb9621","Questions",3,17,57,"bio","name",267.325,"Yes",1.186
"1836","tb9621","Questions",3,18,66,"bio","job",283.346,"Yes",1.286
"1837","tb9621","Questions",4,1,30,"phys","race",11.063,"Yes",0.905
"1838","tb9621","Questions",4,2,37,"bio","name",25.081,"Yes",0.878
"1839","tb9621","Questions",4,3,52,"bio","place",40.089,"Yes",1.117
"1840","tb9621","Questions",4,4,16,"phys","ec",57.112,"Yes",0.964
"1841","tb9621","Questions",4,5,63,"bio","place",73.137,"Yes",1.3
"1842","tb9621","Questions",4,6,53,"bio","name",88.147,"Yes",0.961
"1843","tb9621","Questions",4,7,67,"bio","place",106.161,"Yes",1.042
"1844","tb9621","Questions",4,8,1,"phys","ec",123.181,"Yes",1.144
"1845","tb9621","Questions",4,9,59,"bio","job",137.196,"Yes",0.915
"1846","tb9621","Questions",4,10,36,"phys","gender",155.216,"Yes",1.128
"1847","tb9621","Questions",4,11,48,"bio","job",170.223,"Yes",0.995
"1848","tb9621","Questions",4,12,2,"phys","gender",188.24,"Yes",0.831
"1849","tb9621","Questions",4,13,34,"phys","gender",203.251,"Yes",0.817
"1850","tb9621","Questions",4,14,64,"bio","name",219.275,"Yes",0.766
"1851","tb9621","Questions",4,15,31,"phys","race",236.295,"Yes",1.064
"1852","tb9621","Questions",4,16,22,"phys","ec",250.31,"Yes",0.84
"1853","tb9621","Questions",4,17,9,"phys","race",267.33,"Yes",0.908
"1854","tb9621","Questions",4,18,49,"bio","job",283.357,"Yes",0.957
"1855","tb9645","NoQuestions",1,1,9,"bio","job",11.062,"NoResp",0
"1856","tb9645","NoQuestions",1,2,17,"bio","place",26.076,"NoResp",0
"1857","tb9645","NoQuestions",1,3,63,"phys","race",44.093,"NoResp",0
"1858","tb9645","NoQuestions",1,4,45,"phys","gender",60.117,"NoResp",0
"1859","tb9645","NoQuestions",1,5,23,"bio","place",77.137,"NoResp",0
"1860","tb9645","NoQuestions",1,6,47,"phys","ec",91.152,"NoResp",0
"1861","tb9645","NoQuestions",1,7,55,"phys","ec",106.159,"NoResp",0
"1862","tb9645","NoQuestions",1,8,10,"bio","name",121.17,"NoResp",0
"1863","tb9645","NoQuestions",1,9,14,"bio","job",137.197,"NoResp",0
"1864","tb9645","NoQuestions",1,10,71,"phys","ec",153.202,"NoResp",0
"1865","tb9645","NoQuestions",1,11,33,"bio","name",170.222,"NoResp",0
"1866","tb9645","NoQuestions",1,12,34,"bio","name",188.238,"NoResp",0
"1867","tb9645","NoQuestions",1,13,29,"bio","job",206.255,"NoResp",0
"1868","tb9645","NoQuestions",1,14,62,"phys","gender",220.269,"NoResp",0
"1869","tb9645","NoQuestions",1,15,59,"phys","race",237.29,"NoResp",0
"1870","tb9645","NoQuestions",1,16,24,"bio","place",254.31,"NoResp",0
"1871","tb9645","NoQuestions",1,17,48,"phys","race",269.324,"NoResp",0
"1872","tb9645","NoQuestions",1,18,56,"phys","gender",285.345,"NoResp",0
"1873","tb9645","NoQuestions",2,1,32,"bio","job",11.073,"NoResp",0
"1874","tb9645","NoQuestions",2,2,51,"phys","race",27.084,"NoResp",0
"1875","tb9645","NoQuestions",2,3,69,"phys","gender",41.098,"NoResp",0
"1876","tb9645","NoQuestions",2,4,19,"bio","place",55.113,"NoResp",0
"1877","tb9645","NoQuestions",2,5,54,"phys","race",70.124,"NoResp",0
"1878","tb9645","NoQuestions",2,6,28,"bio","name",86.148,"NoResp",0
"1879","tb9645","NoQuestions",2,7,49,"phys","race",103.168,"NoResp",0
"1880","tb9645","NoQuestions",2,8,3,"bio","place",121.184,"NoResp",0
"1881","tb9645","NoQuestions",2,9,5,"bio","name",138.205,"NoResp",0
"1882","tb9645","NoQuestions",2,10,15,"bio","place",154.229,"NoResp",0
"1883","tb9645","NoQuestions",2,11,50,"phys","ec",170.233,"NoResp",0
"1884","tb9645","NoQuestions",2,12,6,"bio","job",187.253,"NoResp",0
"1885","tb9645","NoQuestions",2,13,61,"phys","ec",201.268,"NoResp",0
"1886","tb9645","NoQuestions",2,14,13,"bio","name",216.279,"NoResp",0
"1887","tb9645","NoQuestions",2,15,53,"phys","ec",234.295,"NoResp",0
"1888","tb9645","NoQuestions",2,16,43,"phys","gender",252.312,"NoResp",0
"1889","tb9645","NoQuestions",2,17,58,"phys","gender",267.323,"NoResp",0
"1890","tb9645","NoQuestions",2,18,27,"bio","job",284.343,"NoResp",0
"1891","tb9645","NoQuestions",3,1,44,"phys","gender",11.071,"NoResp",0
"1892","tb9645","NoQuestions",3,2,37,"phys","ec",27.082,"NoResp",0
"1893","tb9645","NoQuestions",3,3,7,"bio","name",41.094,"NoResp",0
"1894","tb9645","NoQuestions",3,4,66,"phys","ec",59.11,"NoResp",0
"1895","tb9645","NoQuestions",3,5,11,"bio","job",74.121,"NoResp",0
"1896","tb9645","NoQuestions",3,6,36,"bio","place",89.132,"NoResp",0
"1897","tb9645","NoQuestions",3,7,64,"phys","gender",103.147,"NoResp",0
"1898","tb9645","NoQuestions",3,8,20,"bio","place",118.161,"NoResp",0
"1899","tb9645","NoQuestions",3,9,35,"bio","job",135.181,"NoResp",0
"1900","tb9645","NoQuestions",3,10,18,"bio","name",152.201,"NoResp",0
"1901","tb9645","NoQuestions",3,11,1,"bio","place",170.215,"NoResp",0
"1902","tb9645","NoQuestions",3,12,57,"phys","ec",184.232,"NoResp",0
"1903","tb9645","NoQuestions",3,13,41,"phys","gender",199.24,"NoResp",0
"1904","tb9645","NoQuestions",3,14,25,"bio","job",216.26,"NoResp",0
"1905","tb9645","NoQuestions",3,15,39,"phys","race",232.284,"NoResp",0
"1906","tb9645","NoQuestions",3,16,12,"bio","name",250.301,"NoResp",0
"1907","tb9645","NoQuestions",3,17,65,"phys","race",267.321,"NoResp",0
"1908","tb9645","NoQuestions",3,18,60,"phys","race",283.328,"NoResp",0
"1909","tb9645","NoQuestions",4,1,40,"phys","race",11.066,"NoResp",0
"1910","tb9645","NoQuestions",4,2,72,"phys","race",29.083,"NoResp",0
"1911","tb9645","NoQuestions",4,3,4,"bio","name",46.103,"NoResp",0
"1912","tb9645","NoQuestions",4,4,8,"bio","place",64.119,"NoResp",0
"1913","tb9645","NoQuestions",4,5,26,"bio","job",81.139,"NoResp",0
"1914","tb9645","NoQuestions",4,6,67,"phys","gender",96.15,"NoResp",0
"1915","tb9645","NoQuestions",4,7,22,"bio","job",111.161,"NoResp",0
"1916","tb9645","NoQuestions",4,8,30,"bio","job",128.181,"NoResp",0
"1917","tb9645","NoQuestions",4,9,46,"phys","ec",143.196,"NoResp",0
"1918","tb9645","NoQuestions",4,10,31,"bio","place",159.2,"NoResp",0
