"","Subject","RunType","Run","Trial","StimID","Type","Question","Onset","Resp","RT"
"1210","tb9516","NoQuestions",4,4,7,"bio","job",59.124,"NoResp",0
"1211","tb9516","NoQuestions",4,5,44,"phys","gender",77.14,"NoResp",0
"1212","tb9516","NoQuestions",4,6,20,"bio","name",92.154,"NoResp",0
"1213","tb9516","NoQuestions",4,7,57,"phys","ec",108.175,"NoResp",0
"1214","tb9516","NoQuestions",4,8,37,"phys","gender",124.185,"NoResp",0
"1215","tb9516","NoQuestions",4,9,39,"phys","race",140.21,"NoResp",0
"1216","tb9516","NoQuestions",4,10,66,"phys","ec",154.224,"NoResp",0
"1217","tb9516","NoQuestions",4,11,18,"bio","place",172.241,"NoResp",0
"1218","tb9516","NoQuestions",4,12,36,"bio","job",186.252,"NoResp",0
"1219","tb9516","NoQuestions",4,13,35,"bio","place",201.264,"NoResp",0
"1220","tb9516","NoQuestions",4,14,1,"bio","job",218.283,"NoResp",0
"1221","tb9516","NoQuestions",4,15,64,"phys","gender",236.3,"NoResp",0
"1222","tb9516","NoQuestions",4,16,60,"phys","ec",253.32,"NoResp",0
"1223","tb9516","NoQuestions",4,17,65,"phys","race",268.334,"NoResp",0
"1224","tb9516","NoQuestions",4,18,25,"bio","name",284.338,"NoResp",0
"1225","tb9516","Questions",1,1,55,"phys","gender",11.071,"Yes",1.224
"1226","tb9516","Questions",1,2,63,"phys","race",29.09,"Yes",1.525
"1227","tb9516","Questions",1,3,18,"bio","place",47.104,"Yes",2.345
"1228","tb9516","Questions",1,4,9,"bio","job",63.131,"Yes",3.808
"1229","tb9516","Questions",1,5,33,"bio","job",81.147,"Yes",1.702
"1230","tb9516","Questions",1,6,47,"phys","ec",98.167,"Yes",2.728
"1231","tb9516","Questions",1,7,24,"bio","job",115.187,"Yes",1.69
"1232","tb9516","Questions",1,8,4,"bio","name",130.195,"Yes",2.03
"1233","tb9516","Questions",1,9,43,"phys","ec",147.216,"Yes",1.806
"1234","tb9516","Questions",1,10,36,"bio","name",161.23,"Yes",1.409
"1235","tb9516","Questions",1,11,19,"bio","place",175.248,"Yes",6.247
"1236","tb9516","Questions",1,12,64,"phys","ec",192.265,"Yes",2.207
"1237","tb9516","Questions",1,13,32,"bio","place",207.276,"No",4.999
"1238","tb9516","Questions",1,14,40,"phys","race",222.29,"Yes",2.947
"1239","tb9516","Questions",1,15,49,"phys","gender",237.301,"Yes",2.273
"1240","tb9516","Questions",1,16,51,"phys","gender",251.316,"Yes",1.891
"1241","tb9516","Questions",1,17,26,"bio","name",267.34,"Yes",1.583
"1242","tb9516","Questions",1,18,68,"phys","race",283.344,"Yes",1.984
"1243","tb9516","Questions",2,1,7,"bio","place",11.063,"Yes",1.744
"1244","tb9516","Questions",2,2,69,"phys","race",26.074,"Yes",1.319
"1245","tb9516","Questions",2,3,30,"bio","name",44.091,"Yes",1.501
"1246","tb9516","Questions",2,4,54,"phys","race",59.102,"Yes",1.456
"1247","tb9516","Questions",2,5,53,"phys","ec",74.113,"Yes",1.766
"1248","tb9516","Questions",2,6,29,"bio","place",89.127,"Yes",1.813
"1249","tb9516","Questions",2,7,42,"phys","gender",105.147,"Yes",1.083
"1250","tb9516","Questions",2,8,50,"phys","ec",121.158,"Yes",1.424
"1251","tb9516","Questions",2,9,25,"bio","job",139.171,"Yes",1.668
"1252","tb9516","Questions",2,10,8,"bio","name",156.191,"Yes",1.705
"1253","tb9516","Questions",2,11,3,"bio","job",172.202,"No",2.198
"1254","tb9516","Questions",2,12,14,"bio","job",189.222,"Yes",1.99
"1255","tb9516","Questions",2,13,56,"phys","gender",206.242,"Yes",1.617
"1256","tb9516","Questions",2,14,44,"phys","ec",220.254,"Yes",1.81
"1257","tb9516","Questions",2,15,60,"phys","gender",234.272,"Yes",1.831
"1258","tb9516","Questions",2,16,35,"bio","name",252.285,"Yes",2.528
"1259","tb9516","Questions",2,17,46,"phys","race",268.312,"Yes",1.126
"1260","tb9516","Questions",2,18,21,"bio","place",282.327,"Yes",3.437
"1261","tb9516","Questions",3,1,38,"phys","race",11.063,"Yes",1.095
"1262","tb9516","Questions",3,2,72,"phys","ec",27.07,"Yes",2.012
"1263","tb9516","Questions",3,3,16,"bio","name",45.087,"Yes",2.859
"1264","tb9516","Questions",3,4,12,"bio","place",62.107,"No",2.021
"1265","tb9516","Questions",3,5,70,"phys","gender",79.127,"Yes",1.809
"1266","tb9516","Questions",3,6,13,"bio","name",94.138,"Yes",3.027
"1267","tb9516","Questions",3,7,1,"bio","job",110.162,"Yes",8.384
"1268","tb9516","Questions",3,8,45,"phys","race",127.182,"Yes",2.9
"1269","tb9516","Questions",3,9,58,"phys","ec",145.199,"Yes",1.966
"1270","tb9516","Questions",3,10,31,"bio","name",160.213,"Yes",1.573
"1271","tb9516","Questions",3,11,52,"phys","race",174.228,"Yes",1.619
"1272","tb9516","Questions",3,12,27,"bio","place",190.232,"Yes",1.503
"1273","tb9516","Questions",3,13,28,"bio","place",205.246,"Yes",1.501
"1274","tb9516","Questions",3,14,66,"phys","gender",223.262,"Yes",1.923
"1275","tb9516","Questions",3,15,17,"bio","job",239.287,"Yes",1.252
"1276","tb9516","Questions",3,16,67,"phys","gender",256.307,"Yes",2.082
"1277","tb9516","Questions",3,17,37,"phys","ec",270.322,"Yes",1.541
"1278","tb9516","Questions",3,18,23,"bio","job",285.329,"Yes",1.127
"1279","tb9516","Questions",4,1,57,"phys","race",11.069,"Yes",1.353
"1280","tb9516","Questions",4,2,65,"phys","ec",26.08,"Yes",1.117
"1281","tb9516","Questions",4,3,61,"phys","ec",43.101,"Yes",1.226
"1282","tb9516","Questions",4,4,6,"bio","name",59.125,"Yes",1.077
"1283","tb9516","Questions",4,5,62,"phys","gender",75.132,"Yes",1.958
"1284","tb9516","Questions",4,6,15,"bio","job",91.156,"Yes",3.153
"1285","tb9516","Questions",4,7,48,"phys","race",109.172,"Yes",2.063
"1286","tb9516","Questions",4,8,20,"bio","place",127.192,"Yes",2.27
"1287","tb9516","Questions",4,9,39,"phys","race",145.205,"Yes",2.195
"1288","tb9516","Questions",4,10,11,"bio","place",160.216,"Yes",1.939
"1289","tb9516","Questions",4,11,2,"bio","name",177.237,"Yes",1.771
"1290","tb9516","Questions",4,12,10,"bio","place",193.244,"Yes",3.017
"1291","tb9516","Questions",4,13,22,"bio","name",208.255,"Yes",1.332
"1292","tb9516","Questions",4,14,71,"phys","ec",222.27,"Yes",1.844
"1293","tb9516","Questions",4,15,41,"phys","gender",237.284,"Yes",1.206
"1294","tb9516","Questions",4,16,59,"phys","gender",254.304,"Yes",1.746
"1295","tb9516","Questions",4,17,34,"bio","job",268.316,"Yes",1.067
"1296","tb9516","Questions",4,18,5,"bio","job",285.336,"Yes",2.786
"1297","tb9555","NoQuestions",1,1,69,"phys","race",11.061,"NoResp",0
"1298","tb9555","NoQuestions",1,2,54,"phys","gender",29.077,"NoResp",0
"1299","tb9555","NoQuestions",1,3,49,"phys","race",47.094,"NoResp",0
"1300","tb9555","NoQuestions",1,4,28,"bio","job",64.114,"NoResp",0
"1301","tb9555","NoQuestions",1,5,50,"phys","ec",81.134,"NoResp",0
"1302","tb9555","NoQuestions",1,6,5,"bio","job",95.149,"NoResp",0
"1303","tb9555","NoQuestions",1,7,13,"bio","name",110.16,"NoResp",0
"1304","tb9555","NoQuestions",1,8,61,"phys","gender",126.184,"NoResp",0
"1305","tb9555","NoQuestions",1,9,27,"bio","name",142.194,"NoResp",0
"1306","tb9555","NoQuestions",1,10,15,"bio","name",159.211,"NoResp",0
"1307","tb9555","NoQuestions",1,11,19,"bio","place",175.219,"NoResp",0
"1308","tb9555","NoQuestions",1,12,53,"phys","ec",190.23,"NoResp",0
"1309","tb9555","NoQuestions",1,13,6,"bio","place",207.25,"NoResp",0
"1310","tb9555","NoQuestions",1,14,3,"bio","job",221.265,"NoResp",0
"1311","tb9555","NoQuestions",1,15,43,"phys","gender",236.279,"NoResp",0
"1312","tb9555","NoQuestions",1,16,58,"phys","ec",252.283,"NoResp",0
"1313","tb9555","NoQuestions",1,17,51,"phys","race",270.299,"NoResp",0
"1314","tb9555","NoQuestions",1,18,32,"bio","place",285.314,"NoResp",0
"1315","tb9555","NoQuestions",2,1,62,"phys","ec",11.06,"NoResp",0
"1316","tb9555","NoQuestions",2,2,9,"bio","job",27.067,"NoResp",0
"1317","tb9555","NoQuestions",2,3,71,"phys","race",44.09,"NoResp",0
"1318","tb9555","NoQuestions",2,4,34,"bio","name",59.098,"NoResp",0
"1319","tb9555","NoQuestions",2,5,17,"bio","job",75.125,"NoResp",0
"1320","tb9555","NoQuestions",2,6,45,"phys","ec",93.142,"NoResp",0
"1321","tb9555","NoQuestions",2,7,56,"phys","race",110.159,"NoResp",0
"1322","tb9555","NoQuestions",2,8,10,"bio","name",126.166,"NoResp",0
"1323","tb9555","NoQuestions",2,9,63,"phys","gender",142.193,"NoResp",0
"1324","tb9555","NoQuestions",2,10,29,"bio","place",157.201,"NoResp",0
"1325","tb9555","NoQuestions",2,11,59,"phys","ec",174.224,"NoResp",0
"1326","tb9555","NoQuestions",2,12,14,"bio","name",189.232,"NoResp",0
"1327","tb9555","NoQuestions",2,13,48,"phys","race",203.247,"NoResp",0
"1328","tb9555","NoQuestions",2,14,55,"phys","gender",221.263,"NoResp",0
"1329","tb9555","NoQuestions",2,15,23,"bio","place",235.278,"NoResp",0
"1330","tb9555","NoQuestions",2,16,33,"bio","place",249.296,"NoResp",0
"1331","tb9555","NoQuestions",2,17,24,"bio","job",264.307,"NoResp",0
"1332","tb9555","NoQuestions",2,18,47,"phys","gender",281.327,"NoResp",0
"1333","tb9555","NoQuestions",3,1,65,"phys","race",11.06,"NoResp",0
"1334","tb9555","NoQuestions",3,2,44,"phys","ec",26.074,"NoResp",0
"1335","tb9555","NoQuestions",3,3,60,"phys","race",43.095,"NoResp",0
"1336","tb9555","NoQuestions",3,4,66,"phys","gender",60.112,"NoResp",0
"1337","tb9555","NoQuestions",3,5,57,"phys","gender",78.128,"NoResp",0
"1338","tb9555","NoQuestions",3,6,36,"bio","name",94.138,"NoResp",0
"1339","tb9555","NoQuestions",3,7,7,"bio","place",112.152,"NoResp",0
"1340","tb9555","NoQuestions",3,8,41,"phys","ec",128.179,"NoResp",0
"1341","tb9555","NoQuestions",3,9,37,"phys","ec",142.194,"NoResp",0
"1342","tb9555","NoQuestions",3,10,64,"phys","race",159.211,"NoResp",0
"1343","tb9555","NoQuestions",3,11,20,"bio","job",175.218,"NoResp",0
"1344","tb9555","NoQuestions",3,12,35,"bio","job",190.229,"NoResp",0
"1345","tb9555","NoQuestions",3,13,39,"phys","gender",204.244,"NoResp",0
"1346","tb9555","NoQuestions",3,14,25,"bio","place",221.264,"NoResp",0
"1347","tb9555","NoQuestions",3,15,18,"bio","place",236.278,"NoResp",0
"1348","tb9555","NoQuestions",3,16,12,"bio","name",250.293,"NoResp",0
"1349","tb9555","NoQuestions",3,17,1,"bio","name",266.313,"NoResp",0
"1350","tb9555","NoQuestions",3,18,11,"bio","job",284.33,"NoResp",0
"1351","tb9555","NoQuestions",4,1,2,"bio","place",11.067,"NoResp",0
"1352","tb9555","NoQuestions",4,2,67,"phys","gender",26.078,"NoResp",0
"1353","tb9555","NoQuestions",4,3,16,"bio","job",40.093,"NoResp",0
"1354","tb9555","NoQuestions",4,4,21,"bio","job",56.1,"NoResp",0
"1355","tb9555","NoQuestions",4,5,4,"bio","place",71.111,"NoResp",0
"1356","tb9555","NoQuestions",4,6,70,"phys","gender",88.131,"NoResp",0
"1357","tb9555","NoQuestions",4,7,8,"bio","name",106.148,"NoResp",0
"1358","tb9555","NoQuestions",4,8,22,"bio","job",123.168,"NoResp",0
"1359","tb9555","NoQuestions",4,9,26,"bio","name",140.191,"NoResp",0
"1360","tb9555","NoQuestions",4,10,72,"phys","race",156.212,"NoResp",0
"1361","tb9555","NoQuestions",4,11,30,"bio","place",171.226,"NoResp",0
"1362","tb9555","NoQuestions",4,12,68,"phys","ec",185.241,"NoResp",0
"1363","tb9555","NoQuestions",4,13,52,"phys","gender",202.261,"NoResp",0
"1364","tb9555","NoQuestions",4,14,31,"bio","name",217.272,"NoResp",0
"1365","tb9555","NoQuestions",4,15,46,"phys","ec",235.289,"NoResp",0
"1366","tb9555","NoQuestions",4,16,42,"phys","race",251.313,"NoResp",0
"1367","tb9555","NoQuestions",4,17,38,"phys","ec",265.327,"NoResp",0
"1368","tb9555","NoQuestions",4,18,40,"phys","race",283.344,"NoResp",0
"1369","tb9555","Questions",1,1,16,"bio","name",11.07,"Yes",1.243
"1370","tb9555","Questions",1,2,67,"phys","gender",27.074,"Yes",1.314
"1371","tb9555","Questions",1,3,27,"bio","name",45.091,"Yes",1.081
"1372","tb9555","Questions",1,4,72,"phys","ec",60.103,"Yes",1.117
"1373","tb9555","Questions",1,5,1,"bio","job",78.122,"Yes",1.108
"1374","tb9555","Questions",1,6,38,"phys","race",93.132,"Yes",1.039
"1375","tb9555","Questions",1,7,28,"bio","name",110.153,"Yes",1.019
"1376","tb9555","Questions",1,8,13,"bio","place",124.167,"Yes",1.088
"1377","tb9555","Questions",1,9,66,"phys","ec",140.188,"Yes",0.836
"1378","tb9555","Questions",1,10,70,"phys","gender",155.202,"Yes",0.972
"1379","tb9555","Questions",1,11,23,"bio","place",171.206,"Yes",0.907
"1380","tb9555","Questions",1,12,52,"phys","race",188.227,"Yes",0.804
"1381","tb9555","Questions",1,13,17,"bio","job",202.241,"Yes",0.885
"1382","tb9555","Questions",1,14,12,"bio","job",219.262,"Yes",0.96
"1383","tb9555","Questions",1,15,31,"bio","place",234.273,"Yes",0.957
"1384","tb9555","Questions",1,16,58,"phys","gender",248.288,"Yes",0.943
"1385","tb9555","Questions",1,17,45,"phys","ec",264.295,"Yes",1
"1386","tb9555","Questions",1,18,37,"phys","race",282.311,"Yes",0.927
"1387","tb9555","Questions",2,1,24,"bio","name",11.07,"Yes",0.898
"1388","tb9555","Questions",2,2,32,"bio","name",28.091,"Yes",0.833
"1389","tb9555","Questions",2,3,55,"phys","race",45.111,"Yes",0.894
"1390","tb9555","Questions",2,4,19,"bio","place",61.121,"Yes",0.879
"1391","tb9555","Questions",2,5,43,"phys","gender",75.136,"Yes",0.953
"1392","tb9555","Questions",2,6,9,"bio","job",91.157,"Yes",0.786
"1393","tb9555","Questions",2,7,51,"phys","ec",105.171,"Yes",0.96
"1394","tb9555","Questions",2,8,18,"bio","job",121.179,"Yes",0.845
"1395","tb9555","Questions",2,9,63,"phys","gender",138.202,"Yes",1.029
"1396","tb9555","Questions",2,10,4,"bio","place",156.219,"Yes",0.986
"1397","tb9555","Questions",2,11,47,"phys","race",170.233,"Yes",0.735
"1398","tb9555","Questions",2,12,33,"bio","job",188.247,"Yes",0.771
"1399","tb9555","Questions",2,13,26,"bio","place",205.27,"Yes",0.873
"1400","tb9555","Questions",2,14,40,"phys","ec",220.278,"Yes",1.104
"1401","tb9555","Questions",2,15,49,"phys","race",238.294,"Yes",0.84
"1402","tb9555","Questions",2,16,64,"phys","gender",253.309,"Yes",1.379
"1403","tb9555","Questions",2,17,68,"phys","ec",268.319,"Yes",0.835
"1404","tb9555","Questions",2,18,36,"bio","name",283.327,"Yes",0.719
"1405","tb9555","Questions",3,1,30,"bio","place",11.059,"Yes",0.862
"1406","tb9555","Questions",3,2,14,"bio","job",25.074,"Yes",0.825
"1407","tb9555","Questions",3,3,29,"bio","job",41.085,"Yes",0.993
"1408","tb9555","Questions",3,4,42,"phys","gender",56.092,"Yes",0.71
"1409","tb9555","Questions",3,5,7,"bio","name",71.107,"Yes",0.839
"1410","tb9555","Questions",3,6,35,"bio","name",85.121,"Yes",0.711
"1411","tb9555","Questions",3,7,3,"bio","name",102.138,"Yes",0.517
"1412","tb9555","Questions",3,8,56,"phys","ec",118.146,"Yes",0.547
"1413","tb9555","Questions",3,9,25,"bio","place",135.169,"Yes",0.612
"1414","tb9555","Questions",3,10,53,"phys","race",153.185,"Yes",0.99
"1415","tb9555","Questions",3,11,21,"bio","job",167.2,"Yes",0.6
"1416","tb9555","Questions",3,12,46,"phys","ec",183.224,"Yes",0.729
"1417","tb9555","Questions",3,13,54,"phys","race",199.228,"Yes",0.602
"1418","tb9555","Questions",3,14,69,"phys","ec",216.251,"Yes",0.69
"1419","tb9555","Questions",3,15,44,"phys","gender",231.259,"Yes",0.85
"1420","tb9555","Questions",3,16,60,"phys","gender",249.276,"Yes",0.695
"1421","tb9555","Questions",3,17,8,"bio","place",264.29,"Yes",0.873
"1422","tb9555","Questions",3,18,50,"phys","race",282.307,"Yes",0.647
"1423","tb9585","NoQuestions",1,1,51,"bio","place",11.076,"NoResp",0
"1424","tb9585","NoQuestions",1,2,33,"phys","ec",27.08,"NoResp",0
"1425","tb9585","NoQuestions",1,3,14,"phys","gender",43.107,"NoResp",0
"1426","tb9585","NoQuestions",1,4,18,"phys","gender",61.121,"NoResp",0
"1427","tb9585","NoQuestions",1,5,25,"phys","race",76.135,"NoResp",0
"1428","tb9585","NoQuestions",1,6,22,"phys","ec",94.151,"NoResp",0
"1429","tb9585","NoQuestions",1,7,7,"phys","race",108.163,"NoResp",0
"1430","tb9585","NoQuestions",1,8,41,"bio","place",125.183,"NoResp",0
"1431","tb9585","NoQuestions",1,9,55,"bio","place",139.198,"NoResp",0
"1432","tb9585","NoQuestions",1,10,63,"bio","job",156.218,"NoResp",0
"1433","tb9585","NoQuestions",1,11,15,"phys","gender",171.229,"NoResp",0
"1434","tb9585","NoQuestions",1,12,68,"bio","name",185.244,"NoResp",0
"1435","tb9585","NoQuestions",1,13,42,"bio","name",202.264,"NoResp",0
"1436","tb9585","NoQuestions",1,14,49,"bio","job",220.281,"NoResp",0
"1437","tb9585","NoQuestions",1,15,17,"phys","race",236.305,"NoResp",0
"1438","tb9585","NoQuestions",1,16,13,"phys","ec",251.316,"NoResp",0
"1439","tb9585","NoQuestions",1,17,39,"bio","job",266.33,"NoResp",0
"1440","tb9585","NoQuestions",1,18,64,"bio","name",283.35,"NoResp",0
"1441","tb9585","NoQuestions",2,1,58,"bio","place",11.073,"NoResp",0
"1442","tb9585","NoQuestions",2,2,16,"phys","race",27.08,"NoResp",0
"1443","tb9585","NoQuestions",2,3,44,"bio","job",43.107,"NoResp",0
"1444","tb9585","NoQuestions",2,4,57,"bio","name",60.127,"NoResp",0
"1445","tb9585","NoQuestions",2,5,6,"phys","gender",75.138,"NoResp",0
"1446","tb9585","NoQuestions",2,6,31,"phys","race",90.146,"NoResp",0
"1447","tb9585","NoQuestions",2,7,52,"bio","job",106.17,"NoResp",0
"1448","tb9585","NoQuestions",2,8,66,"bio","place",120.185,"NoResp",0
"1449","tb9585","NoQuestions",2,9,62,"bio","place",137.205,"NoResp",0
"1450","tb9585","NoQuestions",2,10,4,"phys","ec",155.221,"NoResp",0
"1451","tb9585","NoQuestions",2,11,34,"phys","ec",170.232,"NoResp",0
"1452","tb9585","NoQuestions",2,12,67,"bio","name",188.252,"NoResp",0
"1453","tb9585","NoQuestions",2,13,40,"bio","job",205.272,"NoResp",0
"1454","tb9585","NoQuestions",2,14,2,"phys","ec",219.287,"NoResp",0
"1455","tb9585","NoQuestions",2,15,10,"phys","gender",234.295,"NoResp",0
"1456","tb9585","NoQuestions",2,16,38,"bio","name",252.311,"NoResp",0
"1457","tb9585","NoQuestions",2,17,36,"phys","gender",266.326,"NoResp",0
"1458","tb9585","NoQuestions",2,18,32,"phys","race",283.346,"NoResp",0
"1459","tb9585","NoQuestions",3,1,35,"phys","ec",11.074,"NoResp",0
"1460","tb9585","NoQuestions",3,2,23,"phys","race",27.078,"NoResp",0
"1461","tb9585","NoQuestions",3,3,50,"bio","name",44.099,"NoResp",0
"1462","tb9585","NoQuestions",3,4,12,"phys","ec",58.113,"NoResp",0
"1463","tb9585","NoQuestions",3,5,65,"bio","place",74.14,"NoResp",0
"1464","tb9585","NoQuestions",3,6,19,"phys","ec",92.154,"NoResp",0
"1465","tb9585","NoQuestions",3,7,53,"bio","name",108.181,"NoResp",0
"1466","tb9585","NoQuestions",3,8,27,"phys","gender",125.201,"NoResp",0
"1467","tb9585","NoQuestions",3,9,26,"phys","race",139.216,"NoResp",0
"1468","tb9585","NoQuestions",3,10,11,"phys","gender",156.236,"NoResp",0
"1469","tb9585","NoQuestions",3,11,45,"bio","place",172.24,"NoResp",0
"1470","tb9585","NoQuestions",3,12,69,"bio","job",190.26,"NoResp",0
"1471","tb9585","NoQuestions",3,13,9,"phys","race",207.28,"NoResp",0
"1472","tb9585","NoQuestions",3,14,60,"bio","job",221.295,"NoResp",0
"1473","tb9585","NoQuestions",3,15,59,"bio","place",236.305,"NoResp",0
"1474","tb9585","NoQuestions",3,16,46,"bio","name",251.313,"NoResp",0
"1475","tb9585","NoQuestions",3,17,20,"phys","gender",266.325,"NoResp",0
"1476","tb9585","NoQuestions",3,18,70,"bio","job",281.339,"NoResp",0
"1477","tb9585","NoQuestions",4,1,8,"phys","race",11.061,"NoResp",0
"1478","tb9585","NoQuestions",4,2,61,"bio","job",27.068,"NoResp",0
"1479","tb9585","NoQuestions",4,3,3,"phys","ec",41.083,"NoResp",0
"1480","tb9585","NoQuestions",4,4,71,"bio","place",56.094,"NoResp",0
"1481","tb9585","NoQuestions",4,5,48,"bio","job",74.113,"NoResp",0
"1482","tb9585","NoQuestions",4,6,30,"phys","ec",90.117,"NoResp",0
"1483","tb9585","NoQuestions",4,7,43,"bio","name",107.138,"NoResp",0
"1484","tb9585","NoQuestions",4,8,5,"phys","gender",125.157,"NoResp",0
"1485","tb9585","NoQuestions",4,9,21,"phys","race",140.168,"NoResp",0
"1486","tb9585","NoQuestions",4,10,72,"bio","place",154.183,"NoResp",0
"1487","tb9585","NoQuestions",4,11,37,"bio","place",171.203,"NoResp",0
"1488","tb9585","NoQuestions",4,12,54,"bio","job",188.223,"NoResp",0
"1489","tb9585","NoQuestions",4,13,56,"bio","name",203.231,"NoResp",0
"1490","tb9585","NoQuestions",4,14,29,"phys","gender",221.251,"NoResp",0
"1491","tb9585","NoQuestions",4,15,47,"bio","name",237.255,"NoResp",0
"1492","tb9585","NoQuestions",4,16,28,"phys","race",254.275,"NoResp",0
"1493","tb9585","NoQuestions",4,17,24,"phys","ec",270.299,"NoResp",0
"1494","tb9585","NoQuestions",4,18,1,"phys","gender",284.317,"NoResp",0
"1495","tb9585","Questions",1,1,44,"bio","name",11.06,"Yes",1.565
"1496","tb9585","Questions",1,2,24,"phys","gender",26.071,"Yes",1.646
"1497","tb9585","Questions",1,3,57,"bio","place",40.086,"Yes",0.963
"1498","tb9585","Questions",1,4,6,"phys","race",55.097,"Yes",1.112
"1499","tb9585","Questions",1,5,61,"bio","job",73.117,"Yes",1.091
"1500","tb9585","Questions",1,6,17,"phys","race",90.137,"Yes",1.404
"1501","tb9585","Questions",1,7,39,"bio","job",106.141,"Yes",1.51
"1502","tb9585","Questions",1,8,33,"phys","gender",124.161,"Yes",1.054
"1503","tb9585","Questions",1,9,43,"bio","job",142.174,"Yes",1.21
"1504","tb9585","Questions",1,10,20,"phys","race",159.194,"Yes",0.992
"1505","tb9585","Questions",1,11,50,"bio","place",173.212,"Yes",1.034
"1506","tb9585","Questions",1,12,71,"bio","place",187.227,"Yes",0.814
"1507","tb9585","Questions",1,13,66,"bio","name",204.247,"Yes",1
"1508","tb9585","Questions",1,14,18,"phys","ec",220.271,"Yes",1.74
"1509","tb9585","Questions",1,15,10,"phys","ec",235.279,"Yes",1.174
"1510","tb9585","Questions",1,16,8,"phys","ec",252.299,"Yes",0.919
"1511","tb9585","Questions",1,17,65,"bio","name",268.307,"Yes",3.729
"1512","tb9585","Questions",1,18,14,"phys","gender",283.32,"Yes",1.245
"1513","tb9585","Questions",2,1,45,"bio","job",11.116,"No",1.898
"1514","tb9585","Questions",2,2,68,"bio","place",26.138,"Yes",1.167
"1515","tb9585","Questions",2,3,32,"phys","race",44.16,"Yes",1.162
"1516","tb9585","Questions",2,4,11,"phys","gender",60.178,"Yes",1.046
"1517","tb9585","Questions",2,5,60,"bio","place",77.199,"Yes",0.903
"1518","tb9585","Questions",2,6,27,"phys","ec",91.212,"Yes",0.946
"1519","tb9585","Questions",2,7,13,"phys","ec",106.235,"Yes",1.453
"1520","tb9585","Questions",2,8,72,"bio","name",121.26,"Yes",0.757
"1521","tb9585","Questions",2,9,54,"bio","job",137.278,"Yes",1.056
"1522","tb9585","Questions",2,10,28,"phys","ec",153.296,"Yes",1.888
"1523","tb9585","Questions",2,11,40,"bio","name",170.317,"Yes",3.979
"1524","tb9585","Questions",2,12,55,"bio","name",188.339,"Yes",0.973
"1525","tb9585","Questions",2,13,69,"bio","job",206.361,"Yes",1.144
"1526","tb9585","Questions",2,14,7,"phys","gender",220.375,"Yes",1.06
"1527","tb9585","Questions",2,15,19,"phys","race",237.395,"Yes",1.198
"1528","tb9585","Questions",2,16,62,"bio","place",254.415,"Yes",1.15
"1529","tb9585","Questions",2,17,15,"phys","race",269.431,"Yes",1.135
"1530","tb9585","Questions",2,18,4,"phys","gender",285.449,"Yes",2.193
"1531","tb9585","Questions",3,1,63,"bio","job",11.067,"Yes",1.125
"1532","tb9585","Questions",3,2,34,"phys","race",27.075,"Yes",1.095
"1533","tb9585","Questions",3,3,1,"phys","gender",41.092,"Yes",1.626
"1534","tb9585","Questions",3,4,52,"bio","place",55.104,"Yes",1.902
"1535","tb9585","Questions",3,5,22,"phys","race",70.115,"Yes",1.448
"1536","tb9585","Questions",3,6,64,"bio","name",86.139,"Yes",1.039
"1537","tb9585","Questions",3,7,2,"phys","race",103.159,"Yes",1.027
"1538","tb9585","Questions",3,8,48,"bio","place",121.176,"Yes",1.11
"1539","tb9585","Questions",3,9,67,"bio","name",138.196,"Yes",1.097
"1540","tb9585","Questions",3,10,49,"bio","place",154.22,"Yes",0.885
"1541","tb9585","Questions",3,11,30,"phys","ec",170.227,"Yes",0.965
"1542","tb9585","Questions",3,12,53,"bio","job",187.247,"Yes",1.612
"1543","tb9585","Questions",3,13,36,"phys","ec",201.262,"Yes",1.061
"1544","tb9585","Questions",3,14,37,"bio","name",216.276,"Yes",0.696
"1545","tb9585","Questions",3,15,16,"phys","ec",234.29,"Yes",1.93
"1546","tb9585","Questions",3,16,9,"phys","gender",252.306,"Yes",1.142
"1547","tb9585","Questions",3,17,31,"phys","gender",267.32,"NoResp",0
"1548","tb9585","Questions",3,18,59,"bio","job",284.341,"Yes",1.535
"1549","tb9585","Questions",4,1,29,"phys","gender",11.062,"Yes",1.24
"1550","tb9585","Questions",4,2,5,"phys","ec",27.07,"Yes",1.137
"1551","tb9585","Questions",4,3,58,"bio","name",41.084,"Yes",1.136
"1552","tb9585","Questions",4,4,26,"phys","ec",59.104,"Yes",1.468
"1553","tb9585","Questions",4,5,47,"bio","job",74.112,"Yes",1.121
"1554","tb9585","Questions",4,6,42,"bio","place",89.123,"Yes",1.528
"1555","tb9585","Questions",4,7,21,"phys","gender",103.137,"Yes",1.332
"1556","tb9585","Questions",4,8,38,"bio","place",118.149,"Yes",5.769
"1557","tb9585","Questions",4,9,56,"bio","job",135.169,"Yes",1.228
"1558","tb9585","Questions",4,10,70,"bio","name",152.19,"Yes",1.758
"1559","tb9585","Questions",4,11,51,"bio","place",170.205,"Yes",1.268
"1560","tb9585","Questions",4,12,23,"phys","ec",184.223,"Yes",1.111
"1561","tb9585","Questions",4,13,12,"phys","gender",199.231,"Yes",1.906
"1562","tb9585","Questions",4,14,46,"bio","job",216.251,"Yes",0.927
"1563","tb9585","Questions",4,15,3,"phys","race",232.278,"Yes",1.132
"1564","tb9585","Questions",4,16,41,"bio","name",250.292,"Yes",1.083
"1565","tb9585","Questions",4,17,35,"phys","race",267.312,"Yes",1.337
